date,reporting_organization,implementing_partners,state,admin1_pcode,township,admin3_pcode,location,location_type,admin5_pcode,activity,delivery_modality,beneficiary_type,unique_beneficiaries,beneficiaries
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,kan hpay,ward_towwn,197043,Provide crops & vegetables kits,In-kind,Rakhine stateless,Yes,12
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,set yon maw (rakhine),ward_towwn,197022,Provide crops & vegetables kits,In-kind,Rakhine stateless,Yes,6
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,kyan taik,ward_towwn,197017,Provide crops & vegetables kits,In-kind,Rakhine stateless,Yes,36
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,ann thar,ward_towwn,197020,Provide crops & vegetables kits,In-kind,Rakhine stateless,Yes,30
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,naw naw (rakhine),ward_towwn,197027,Provide crops & vegetables kits,In-kind,Rakhine stateless,Yes,6
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,naw naw (muslim),ward_towwn,NA,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,132
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,than shin ywar thit,ward_towwn,197033,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,59
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,thin ga zar,ward_towwn,197036,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,115
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,ah pyin done chaung,ward_towwn,197034,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,96
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,sat kyar,ward_towwn,197039,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,174
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,let taw ri,ward_towwn,197041,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,132
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,har ra paing,ward_towwn,197042,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,126
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,tan seik,ward_towwn,165273,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,198
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,thar dar,ward_towwn,196997,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,138
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,san htoe tan,ward_towwn,196995,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,168
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,shwe zin khin (rakhine),ward_towwn,196998,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,53
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,chaik taung,ward_towwn,196994,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,126
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,thaung khaung maw,ward_towwn,197089,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,179
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,beik taung,ward_towwn,197090,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,179
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,san ba lay,ward_towwn,NA,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,168
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,sa par htar,ward_towwn,159769,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,221
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,aung taing,ward_towwn,197150,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,221
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,done thar,ward_towwn,197099,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,210
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,ta khun taing,ward_towwn,161505,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,115
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,chin seik,ward_towwn,197092,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,210
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,war taung,ward_towwn,198671,Provide crops & vegetables kits,In-kind,Rakhine stateless,Yes,245
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,athay kar la,ward_towwn,220651,Provide crops & vegetables kits,In-kind,Rakhine stateless,Yes,179
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,myin kan seik,ward_towwn,197103,Provide crops & vegetables kits,In-kind,Rakhine stateless,Yes,203
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,taw tan,ward_towwn,157862,Provide crops & vegetables kits,In-kind,Rakhine stateless,Yes,59
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,kan hpay,ward_towwn,197043,Provide crops & vegetables kits,In-kind,Rakhine stateless,Yes,48
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,set yon maw (rakhine),ward_towwn,197022,Provide crops & vegetables kits,In-kind,Rakhine stateless,Yes,18
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,kyan taik,ward_towwn,197017,Provide crops & vegetables kits,In-kind,Rakhine stateless,Yes,132
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,ann thar,ward_towwn,197020,Provide crops & vegetables kits,In-kind,Rakhine stateless,Yes,59
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,naw naw (rakhine),ward_towwn,197027,Provide crops & vegetables kits,In-kind,Rakhine stateless,Yes,18
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,naw naw (muslim),ward_towwn,NA,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,127
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,than shin ywar thit,ward_towwn,197033,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,138
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,thin ga zar,ward_towwn,197036,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,90
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,ah pyin done chaung,ward_towwn,197034,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,96
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,sat kyar,ward_towwn,197039,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,90
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,let taw ri,ward_towwn,197041,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,84
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,har ra paing,ward_towwn,197042,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,95
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,tan seik,ward_towwn,165273,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,138
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,thar dar,ward_towwn,196997,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,90
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,san htoe tan,ward_towwn,196995,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,90
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,chaik taung,ward_towwn,196994,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,90
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,thaung khaung maw,ward_towwn,197089,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,108
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,beik taung,ward_towwn,197090,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,120
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,san ba lay,ward_towwn,NA,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,90
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,done thar,ward_towwn,197099,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,90
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,war taung,ward_towwn,198671,Provide crops & vegetables kits,In-kind,Rakhine stateless,Yes,78
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,athay kar la,ward_towwn,220651,Provide crops & vegetables kits,In-kind,Rakhine stateless,Yes,90
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,kyan taik,ward_towwn,197017,Provide crops & vegetables kits,In-kind,Rakhine stateless,Yes,132
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,ann thar,ward_towwn,197020,Provide crops & vegetables kits,In-kind,Rakhine stateless,Yes,102
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,naw naw (muslim),ward_towwn,NA,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,96
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,than shin ywar thit,ward_towwn,197033,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,61
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,thin ga zar,ward_towwn,197036,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,66
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,ah pyin done chaung,ward_towwn,197034,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,61
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,sat kyar,ward_towwn,197039,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,66
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,let taw ri,ward_towwn,197041,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,66
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,har ra paing,ward_towwn,197042,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,61
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,tan seik,ward_towwn,165273,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,138
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,thar dar,ward_towwn,196997,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,60
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,san htoe tan,ward_towwn,196995,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,72
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,chaik taung,ward_towwn,196994,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,65
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,thaung khaung maw,ward_towwn,197089,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,66
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,beik taung,ward_towwn,197090,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,58
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,san ba lay,ward_towwn,NA,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,90
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,sa par htar,ward_towwn,159769,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,108
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,aung taing,ward_towwn,197150,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,72
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,done thar,ward_towwn,197099,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,96
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,ta khun taing,ward_towwn,161505,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,91
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,chin seik,ward_towwn,197092,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,102
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,war taung,ward_towwn,198671,Provide crops & vegetables kits,In-kind,Rakhine stateless,Yes,84
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,athay kar la,ward_towwn,220651,Provide crops & vegetables kits,In-kind,Rakhine stateless,Yes,96
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,myin kan seik,ward_towwn,197103,Provide crops & vegetables kits,In-kind,Rakhine stateless,Yes,90
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,taw tan,ward_towwn,157862,Provide crops & vegetables kits,In-kind,Rakhine stateless,Yes,102
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,kan hpay,ward_towwn,197043,Provide crops & vegetables kits,In-kind,Rakhine stateless,Yes,54
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,kyan taik,ward_towwn,197017,Provide crops & vegetables kits,In-kind,Rakhine stateless,Yes,66
2021-03-01,Action Contre la Faim,Action Contre la Faim,Rakhine,MMR012,Minbya,MMR012005,ann thar,ward_towwn,197020,Provide crops & vegetables kits,In-kind,Rakhine stateless,Yes,65
2021-07-01,Danish Refugee Council,Danish Refugee Council,Rakhine,MMR012,Maungdaw,MMR012009,ka nyin tan ward,ward_towwn,NA,Provide technical training,Service delivery/support,Internally Displaced,No (beneficiary is also receiving other assistant),80
2021-08-01,Danish Refugee Council,Danish Refugee Council,Rakhine,MMR012,Maungdaw,MMR012009,ka nyin tan ward,ward_towwn,NA,Provide technical training,Service delivery/support,Host/local Community,No (beneficiary is also receiving other assistant),45
2021-08-01,Danish Refugee Council,Danish Refugee Council,Rakhine,MMR012,Maungdaw,MMR012009,NA,NA,NA,Provide technical training,Service delivery/support,Internally Displaced,No (beneficiary is also receiving other assistant),30
2021-08-01,Danish Refugee Council,Danish Refugee Council,Rakhine,MMR012,Maungdaw,MMR012009,ywar thit kay ward,ward_towwn,NA,Provide technical training,Service delivery/support,Rakhine stateless,No (beneficiary is also receiving other assistant),80
2021-08-01,Danish Refugee Council,Danish Refugee Council,Rakhine,MMR012,Maungdaw,MMR012009,NA,NA,NA,Provide technical training,Service delivery/support,Internally Displaced,No (beneficiary is also receiving other assistant),110
2021-08-01,Danish Refugee Council,Danish Refugee Council,Rakhine,MMR012,Maungdaw,MMR012009,NA,NA,NA,Provide technical training,Service delivery/support,Host/local Community,No (beneficiary is also receiving other assistant),80
2021-08-01,Danish Refugee Council,Danish Refugee Council,Rakhine,MMR012,Maungdaw,MMR012009,NA,NA,NA,Provide technical training,Service delivery/support,Internally Displaced,No (beneficiary is also receiving other assistant),395
2021-08-01,Danish Refugee Council,Danish Refugee Council,Rakhine,MMR012,Maungdaw,MMR012009,NA,NA,NA,Provide technical training,Service delivery/support,Host/local Community,No (beneficiary is also receiving other assistant),130
2021-08-01,Danish Refugee Council,Danish Refugee Council,Rakhine,MMR012,Maungdaw,MMR012009,NA,NA,NA,Provide technical training,Service delivery/support,Host/local Community,No (beneficiary is also receiving other assistant),120
2021-08-01,Danish Refugee Council,Danish Refugee Council,Rakhine,MMR012,Maungdaw,MMR012009,NA,NA,NA,Provide technical training,Service delivery/support,Host/local Community,No (beneficiary is also receiving other assistant),120
2021-08-01,Danish Refugee Council,Danish Refugee Council,Rakhine,MMR012,Maungdaw,MMR012009,NA,NA,NA,Provide technical training,Service delivery/support,Host/local Community,No (beneficiary is also receiving other assistant),65
2021-09-01,Danish Refugee Council,Danish Refugee Council,Rakhine,MMR012,Maungdaw,MMR012009,ka nyin tan ward,ward_towwn,NA,Provide technical training,Service delivery/support,Host/local Community,No (beneficiary is also receiving other assistant),70
2021-09-01,Danish Refugee Council,Danish Refugee Council,Rakhine,MMR012,Maungdaw,MMR012009,ywar thit kay ward,ward_towwn,NA,Provide technical training,Service delivery/support,Rakhine stateless,Yes,100
2021-09-01,Danish Refugee Council,Danish Refugee Council,Rakhine,MMR012,Maungdaw,MMR012009,NA,NA,NA,Provide technical training,Service delivery/support,Host/local Community,Yes,215
2021-09-01,Danish Refugee Council,Danish Refugee Council,Rakhine,MMR012,Maungdaw,MMR012009,NA,NA,NA,Provide technical training,Service delivery/support,Host/local Community,Yes,65
2021-07-01,Danish Refugee Council,Danish Refugee Council,Rakhine,MMR012,Sittwe,MMR012001,aung daing,ward_towwn,196138,Provide technical training,Service delivery/support,Internally Displaced,Yes,180
2021-07-01,Danish Refugee Council,Danish Refugee Council,Rakhine,MMR012,Sittwe,MMR012001,say tha mar gyi,camp,NA,Provide technical training,Service delivery/support,Rakhine stateless,No (beneficiary is also receiving other assistant),160
2021-07-01,Danish Refugee Council,Danish Refugee Council,Rakhine,MMR012,Sittwe,MMR012001,say tha mar,ward_towwn,199017,Provide technical training,Service delivery/support,Internally Displaced,Yes,45
2021-08-01,Danish Refugee Council,Danish Refugee Council,Rakhine,MMR012,Sittwe,MMR012001,aung daing,ward_towwn,196138,Provide technical training,Service delivery/support,Internally Displaced,Yes,40
2021-08-01,Danish Refugee Council,Danish Refugee Council,Rakhine,MMR012,Sittwe,MMR012001,NA,NA,NA,Provide technical training,Service delivery/support,Host/local Community,Yes,155
2021-08-01,Danish Refugee Council,Danish Refugee Council,Rakhine,MMR012,Sittwe,MMR012001,khaung doke kar,ward_towwn,196191,Provide technical training,Service delivery/support,Host/local Community,Yes,35
2021-08-01,Danish Refugee Council,Danish Refugee Council,Rakhine,MMR012,Sittwe,MMR012001,ohn taw gyi (north),camp,NA,Provide technical training,Service delivery/support,Rakhine stateless,Yes,20
2021-08-01,Danish Refugee Council,Danish Refugee Council,Rakhine,MMR012,Sittwe,MMR012001,pa lin pyin ywar thit,camp,NA,Cash for Work / Food for Assets,In-kind,Host/local Community,Yes,180
2021-08-01,Danish Refugee Council,Danish Refugee Council,Rakhine,MMR012,Sittwe,MMR012001,phwe yar kone,camp,NA,Cash for Work / Food for Assets,In-kind,Internally Displaced,Yes,100
2021-08-01,Danish Refugee Council,Danish Refugee Council,Rakhine,MMR012,Sittwe,MMR012001,say tha mar gyi,camp,NA,Cash for Work / Food for Assets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),115
2021-08-01,Danish Refugee Council,Danish Refugee Council,Rakhine,MMR012,Sittwe,MMR012001,say tha mar,ward_towwn,NA,Cash for Work / Food for Assets,In-kind,Internally Displaced,Yes,50
2021-08-01,Danish Refugee Council,Danish Refugee Council,Rakhine,MMR012,Sittwe,MMR012001,yae chan pyin,ward_towwn,198365,Cash for Work / Food for Assets,In-kind,Host/local Community,No (beneficiary is also receiving other assistant),50
2021-09-01,Solidarités International,Solidarités International,Rakhine,MMR012,Pauktaw,MMR012007,ah nauk ywe,camp,197558,Cash for Work / Food for Assets,Cash,Rakhine stateless,No (beneficiary is also receiving other assistant),64
2021-07-01,WFP,Myanmar Heart Development Organization,Rakhine,MMR012,Buthidaung,MMR012010,ah twin hnget thay,ward_towwn,198349,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),8157
2021-07-01,WFP,Myanmar Heart Development Organization,Rakhine,MMR012,Buthidaung,MMR012010,ba da nar,ward_towwn,198160,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),1267
2021-07-01,WFP,Myanmar Heart Development Organization,Rakhine,MMR012,Buthidaung,MMR012010,hpa yar pyin thein tan,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),4078
2021-07-01,WFP,Myanmar Heart Development Organization,Rakhine,MMR012,Buthidaung,MMR012010,kyauk hpyu thar thay kan,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),1927
2021-07-01,WFP,Myanmar Heart Development Organization,Rakhine,MMR012,Buthidaung,MMR012010,kyauk yant,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),4538
2021-07-01,WFP,Myanmar Heart Development Organization,Rakhine,MMR012,Buthidaung,MMR012010,say oe kya,ward_towwn,198401,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),4942
2021-07-01,WFP,Myanmar Heart Development Organization,Rakhine,MMR012,Buthidaung,MMR012010,thay kan gwa son,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),5827
2021-07-01,WFP,Myanmar Heart Development Organization,Rakhine,MMR012,Buthidaung,MMR012010,wa ya kyun,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),4315
2021-07-01,WFP,Myanmar Heart Development Organization,Rakhine,MMR012,Buthidaung,MMR012010,wet ma kya (a) zay di taung,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),2203
2021-07-01,WFP,WFP,Rakhine,MMR012,Maungdaw,MMR012009,(du) nyaung bin gyi,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),613
2021-07-01,WFP,WFP,Rakhine,MMR012,Buthidaung,MMR012010,ah lel chaung,ward_towwn,157929,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),2824
2021-07-01,WFP,WFP,Rakhine,MMR012,Maungdaw,MMR012009,ah lel than kyaw,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),276
2021-07-01,WFP,WFP,Rakhine,MMR012,Buthidaung,MMR012010,ba gone nar,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),4323
2021-07-01,WFP,WFP,Rakhine,MMR012,Maungdaw,MMR012009,done piake(aung sitt pyin),ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),582
2021-07-01,WFP,WFP,Rakhine,MMR012,Buthidaung,MMR012010,du pyu chaung,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),3111
2021-07-01,WFP,WFP,Rakhine,MMR012,Buthidaung,MMR012010,hpone nyo leik,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),8076
2021-07-01,WFP,WFP,Rakhine,MMR012,Buthidaung,MMR012010,ka nyin chaung,ward_towwn,153452,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),392
2021-07-01,WFP,WFP,Rakhine,MMR012,Maungdaw,MMR012009,kha maung seik,ward_towwn,196449,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),768
2021-07-01,WFP,WFP,Rakhine,MMR012,Buthidaung,MMR012010,kin taung (a) kyar nyo pyin,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),5069
2021-07-01,WFP,WFP,Rakhine,MMR012,Buthidaung,MMR012010,lay myo,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),1566
2021-07-01,WFP,WFP,Rakhine,MMR012,Buthidaung,MMR012010,let wea det pyin shay,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),7825
2021-07-01,WFP,WFP,Rakhine,MMR012,Buthidaung,MMR012010,mee chaung zay,ward_towwn,198217,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),1383
2021-07-01,WFP,WFP,Rakhine,MMR012,Maungdaw,MMR012009,min gyi (tu lar tu li),ward_towwn,197847,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),261
2021-07-01,WFP,WFP,Rakhine,MMR012,Maungdaw,MMR012009,nan yar kaing,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),659
2021-07-01,WFP,WFP,Rakhine,MMR012,Maungdaw,MMR012009,nat chaung,ward_towwn,162678,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),229
2021-07-01,WFP,WFP,Rakhine,MMR012,Maungdaw,MMR012009,pa da kar ywar thit,ward_towwn,197858,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),716
2021-07-01,WFP,WFP,Rakhine,MMR012,Maungdaw,MMR012009,pa din,ward_towwn,166520,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),349
2021-07-01,WFP,WFP,Rakhine,MMR012,Maungdaw,MMR012009,pan taw pyin,ward_towwn,187107,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),2578
2021-07-01,WFP,WFP,Rakhine,MMR012,Maungdaw,MMR012009,san kar pin yin,ward_towwn,197845,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),498
2021-07-01,WFP,WFP,Rakhine,MMR012,Maungdaw,MMR012009,tat u chaung,ward_towwn,198009,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),797
2021-07-01,WFP,WFP,Rakhine,MMR012,Maungdaw,MMR012009,tha man thar,ward_towwn,190638,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),796
2021-07-01,WFP,WFP,Rakhine,MMR012,Buthidaung,MMR012010,tha yet kin ma nu,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),2156
